RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
199,199,Matt Davidson,53,-0.837,-41.831,50,2005,sg_app_green
200,200,Chris Riley,67,-0.919,-39.501,43,2005,sg_app_green
201,201,John Elliott,58,-1.114,-57.903,52,2005,sg_app_green
202,202,Len Mattiace,86,-1.62,-123.147,76,2005,sg_app_green
1,1,Tiger Woods,55,2.072,76.672,37,2006,sg_app_green
2,2,Adam Scott,70,1.115,56.881,51,2006,sg_app_green
3,3,Jim Furyk,89,1.085,73.759,68,2006,sg_app_green
4,4,Phil Mickelson,74,0.983,46.209,47,2006,sg_app_green
5,5,Luke Donald,66,0.931,40.025,43,2006,sg_app_green
6,6,Tim Clark,80,0.867,50.262,58,2006,sg_app_green
7,7,Vijay Singh,103,0.809,67.972,84,2006,sg_app_green
8,8,Joey Sindelar,90,0.792,60.211,76,2006,sg_app_green
9,9,Trevor Immelman,86,0.764,55.802,73,2006,sg_app_green
10,10,Stephen Ames,63,0.763,33.593,44,2006,sg_app_green
11,11,Stewart Cink,93,0.759,55.429,73,2006,sg_app_green
12,12,Padraig Harrington,54,0.744,28.272,38,2006,sg_app_green
13,13,Sergio Garcia,59,0.719,28.042,39,2006,sg_app_green
14,14,Corey Pavin,74,0.653,37.249,57,2006,sg_app_green
15,15,Shaun Micheel,96,0.637,49.708,78,2006,sg_app_green
16,16,Justin Rose,98,0.616,52.997,86,2006,sg_app_green
17,17,Arron Oberholser,82,0.589,36.497,62,2006,sg_app_green
18,18,Briny Baird,81,0.58,40.575,70,2006,sg_app_green
19,19,Retief Goosen,68,0.574,26.41,46,2006,sg_app_green
20,20,Stephen Leaney,84,0.549,42.255,77,2006,sg_app_green
21,21,Vaughn Taylor,88,0.524,40.31,77,2006,sg_app_green
22,22,Lucas Glover,105,0.51,43.895,86,2006,sg_app_green
23,23,Greg Owen,79,0.505,31.283,62,2006,sg_app_green
24,24,Bob Estes,85,0.497,37.246,75,2006,sg_app_green
25,25,Davis Love III,85,0.488,27.799,57,2006,sg_app_green
26,26,Joe Durant,101,0.486,46.616,96,2006,sg_app_green
27,27,Robert Allenby,79,0.481,28.878,60,2006,sg_app_green
28,28,Chris DiMarco,83,0.477,29.085,61,2006,sg_app_green
29,29,Jeff Sluman,101,0.457,37.903,83,2006,sg_app_green
30,30,Chad Campbell,91,0.454,30.404,67,2006,sg_app_green
31,31,David Toms,76,0.453,28.089,62,2006,sg_app_green
32,32,José María Olazábal,62,0.449,17.513,39,2006,sg_app_green
33,33,Ted Purdy,103,0.439,35.154,80,2006,sg_app_green
34,34,Alex Cejka,93,0.434,34.692,80,2006,sg_app_green
35,35,Jason Bohn,104,0.428,38.109,89,2006,sg_app_green
36,36,Mike Weir,88,0.422,26.592,63,2006,sg_app_green
37,37,Kenny Perry,73,0.412,24.69,60,2006,sg_app_green
38,38,Ernie Els,69,0.408,19.153,47,2006,sg_app_green
39,39,Frank Lickliter II,99,0.406,34.549,85,2006,sg_app_green
40,40,Steve Stricker,64,0.398,20.678,52,2006,sg_app_green
41,41,John Senden,96,0.387,30.569,79,2006,sg_app_green
42,42,Bart Bryant,87,0.379,26.923,71,2006,sg_app_green
43,43,Brett Quigley,109,0.372,34.941,94,2006,sg_app_green
44,44,J.J. Henry,96,0.37,28.518,77,2006,sg_app_green
45,45,Fred Funk,106,0.357,30.321,85,2006,sg_app_green
46,46,Charles Warren,93,0.353,28.588,81,2006,sg_app_green
47,47,Billy Andrade,78,0.348,20.851,60,2006,sg_app_green
48,48,Ian Poulter,53,0.345,14.51,42,2006,sg_app_green
49,49,Jerry Smith,94,0.344,28.861,84,2006,sg_app_green
50,50,Scott Verplank,88,0.332,22.608,68,2006,sg_app_green
51,51,Heath Slocum,96,0.328,27.564,84,2006,sg_app_green
52,52,Mark Calcavecchia,94,0.324,25.622,79,2006,sg_app_green
53,53,Rory Sabbatini,84,0.323,20.645,64,2006,sg_app_green
54,54,Hunter Mahan,98,0.312,27.755,89,2006,sg_app_green
55,55,Tom Lehman,70,0.308,14.497,47,2006,sg_app_green
56,56,David Branshaw,98,0.304,26.473,87,2006,sg_app_green
T57,T57,Robert Garrigus,85,0.284,21.051,74,2006,sg_app_green
T57,T57,Bob May,65,0.284,15.328,54,2006,sg_app_green
59,59,Robert Gamez,94,0.279,22.897,82,2006,sg_app_green
60,60,K.J. Choi,93,0.277,21.897,79,2006,sg_app_green
61,61,Brandt Jobe,91,0.265,18.549,70,2006,sg_app_green
62,62,Zach Johnson,98,0.254,19.557,77,2006,sg_app_green
63,63,Camilo Villegas,95,0.249,20.391,82,2006,sg_app_green
64,64,Jonathan Byrd,66,0.247,13.316,54,2006,sg_app_green
65,65,Jeff Gove,91,0.245,19.842,81,2006,sg_app_green
66,66,Woody Austin,107,0.244,22.663,93,2006,sg_app_green
67,67,Daisuke Maruyama,83,0.224,15.678,70,2006,sg_app_green
68,68,Stuart Appleby,83,0.222,14.192,64,2006,sg_app_green
69,69,Jerry Kelly,100,0.212,17.822,84,2006,sg_app_green
70,70,Steve Flesch,119,0.202,20.76,103,2006,sg_app_green
T71,T71,Brian Gay,107,0.196,19.58,100,2006,sg_app_green
T71,T71,Bubba Watson,83,0.196,14.11,72,2006,sg_app_green
73,73,Pat Perez,50,0.195,8.194,42,2006,sg_app_green
74,74,J.P. Hayes,55,0.189,9.438,50,2006,sg_app_green
75,75,Paul Goydos,72,0.188,12.056,64,2006,sg_app_green
76,76,Tim Herron,82,0.18,11.169,62,2006,sg_app_green
77,77,Steve Lowery,99,0.178,14.759,83,2006,sg_app_green
78,78,Charles Howell III,96,0.165,13.018,79,2006,sg_app_green
79,79,Robert Damron,91,0.161,13.235,82,2006,sg_app_green
80,80,Freddie Jacobson,56,0.157,8.481,54,2006,sg_app_green
81,81,Bernhard Langer,77,0.146,8.599,59,2006,sg_app_green
82,82,Bill Haas,99,0.141,12.385,88,2006,sg_app_green
83,83,Geoff Ogilvy,76,0.127,6.591,52,2006,sg_app_green
T84,T84,Brian Davis,92,0.118,9.573,81,2006,sg_app_green
T84,T84,Bo Van Pelt,102,0.118,10.65,90,2006,sg_app_green
86,86,Justin Leonard,83,0.111,7.185,65,2006,sg_app_green
87,87,Carlos Franco,86,0.102,7.843,77,2006,sg_app_green
88,88,Ryuji Imada,105,0.1,8.736,87,2006,sg_app_green
89,89,Dudley Hart,83,0.098,6.926,71,2006,sg_app_green
90,90,Charley Hoffman,100,0.097,8.627,89,2006,sg_app_green
T91,T91,Fred Couples,52,0.08,2.546,32,2006,sg_app_green
T91,T91,Jeff Maggert,81,0.08,5.426,68,2006,sg_app_green
T93,T93,Thomas Levet,53,0.079,3.785,48,2006,sg_app_green
T93,T93,Brett Wetterich,82,0.079,5.782,73,2006,sg_app_green
95,95,Billy Mayfair,94,0.077,5.967,77,2006,sg_app_green
96,96,Olin Browne,108,0.072,6.21,86,2006,sg_app_green
97,97,Lee Janzen,79,0.071,4.825,68,2006,sg_app_green
98,98,D.J. Trahan,92,0.069,5.239,76,2006,sg_app_green
99,99,Peter Lonard,77,0.067,4.442,66,2006,sg_app_green
100,100,"Wes Short, Jr.",96,0.066,5.619,85,2006,sg_app_green
101,101,Ben Curtis,86,0.065,4.346,67,2006,sg_app_green
102,102,Mark Wilson,79,0.059,4.276,72,2006,sg_app_green
T103,T103,Kris Cox,83,0.054,3.893,72,2006,sg_app_green
T103,T103,Will MacKenzie,91,0.054,4.067,75,2006,sg_app_green
105,105,Eric Axley,91,0.048,3.83,79,2006,sg_app_green
106,106,Tom Pernice Jr.,108,0.045,3.878,87,2006,sg_app_green
107,107,Patrick Sheehan,104,0.043,3.727,87,2006,sg_app_green
T108,T108,Craig Barlow,77,0.032,1.871,58,2006,sg_app_green
T108,T108,David Duval,71,0.032,1.702,53,2006,sg_app_green
110,110,Kent Jones,103,0.029,2.588,88,2006,sg_app_green
111,111,Shigeki Maruyama,94,0.025,1.964,80,2006,sg_app_green
112,112,John Rollins,93,0.021,1.567,76,2006,sg_app_green
113,113,Bob Tway,81,0.019,1.264,67,2006,sg_app_green
T114,T114,Jonathan Kaye,95,0.009,0.805,86,2006,sg_app_green
T114,T114,Joe Ogilvie,95,0.009,0.739,78,2006,sg_app_green
116,116,Jesper Parnevik,84,0.006,0.422,73,2006,sg_app_green
117,117,Carl Pettersson,95,0.003,0.26,75,2006,sg_app_green
118,118,Duffy Waldorf,96,0.002,0.127,82,2006,sg_app_green
T119,T119,Jeff Brehaut,100,-0.003,-0.238,85,2006,sg_app_green
T119,T119,Paul Stankowski,70,-0.003,-0.214,63,2006,sg_app_green
121,121,Dean Wilson,115,-0.007,-0.68,93,2006,sg_app_green
122,122,Ian Leggatt,80,-0.012,-0.841,70,2006,sg_app_green
123,123,David Howell,52,-0.018,-0.535,30,2006,sg_app_green
124,124,Brad Faxon,78,-0.02,-1.466,73,2006,sg_app_green
125,125,Sean O'Hair,100,-0.021,-1.594,76,2006,sg_app_green
126,126,D.A. Points,82,-0.026,-1.863,71,2006,sg_app_green
127,127,John Daly,51,-0.028,-1.141,41,2006,sg_app_green
128,128,Richard Johnson,94,-0.038,-3.256,85,2006,sg_app_green
129,129,Mathew Goggin,72,-0.046,-2.644,58,2006,sg_app_green
130,130,Shane Bertsch,104,-0.047,-4.203,90,2006,sg_app_green
131,131,Nathan Green,108,-0.05,-4.735,94,2006,sg_app_green
132,132,Mathias Grönberg,92,-0.052,-4.099,79,2006,sg_app_green
133,133,Omar Uresti,61,-0.054,-2.763,51,2006,sg_app_green
134,134,Rich Beem,85,-0.076,-4.954,65,2006,sg_app_green
135,135,John Huston,74,-0.077,-5.004,65,2006,sg_app_green
136,136,Tommy Armour III,65,-0.08,-4.258,53,2006,sg_app_green
137,137,Troy Matteson,101,-0.082,-7.235,88,2006,sg_app_green
138,138,Kirk Triplett,58,-0.091,-4.443,49,2006,sg_app_green
139,139,Matt Hansen,68,-0.105,-6.068,58,2006,sg_app_green
140,140,Nick Watney,97,-0.115,-9.885,86,2006,sg_app_green
141,141,Steve Jones,83,-0.124,-8.548,69,2006,sg_app_green
142,142,Paul Azinger,87,-0.125,-9.967,80,2006,sg_app_green
143,143,Ron Whittaker,81,-0.133,-9.424,71,2006,sg_app_green
144,144,Ryan Palmer,101,-0.141,-11.558,82,2006,sg_app_green
145,145,Tjaart van der Walt,60,-0.146,-7.606,52,2006,sg_app_green
146,146,Kevin Sutherland,100,-0.148,-12.909,87,2006,sg_app_green
147,147,Steve Elkington,52,-0.153,-7.023,46,2006,sg_app_green
148,148,Jason Gore,86,-0.159,-11.429,72,2006,sg_app_green
149,149,Skip Kendall,72,-0.16,-9.451,59,2006,sg_app_green
150,150,Jimmy Walker,60,-0.172,-9.638,56,2006,sg_app_green
151,151,Chris Couch,75,-0.176,-11.79,67,2006,sg_app_green
152,152,Todd Fischer,101,-0.186,-16.769,90,2006,sg_app_green
153,153,Brent Geiberger,99,-0.189,-16.978,90,2006,sg_app_green
154,154,Bubba Dickerson,98,-0.195,-16.773,86,2006,sg_app_green
155,155,Michael Connell,51,-0.203,-8.506,42,2006,sg_app_green
156,156,Jeff Overton,95,-0.219,-19.034,87,2006,sg_app_green
157,157,John Cook,67,-0.223,-12.262,55,2006,sg_app_green
158,158,Michael Allen,84,-0.232,-16.718,72,2006,sg_app_green
T159,T159,Arjun Atwal,97,-0.235,-19.272,82,2006,sg_app_green
T159,T159,Marco Dawson,87,-0.235,-18.074,77,2006,sg_app_green
161,161,Mark Brooks,90,-0.243,-17.968,74,2006,sg_app_green
162,162,Brian Bateman,69,-0.248,-14.65,59,2006,sg_app_green
163,163,Daniel Chopra,110,-0.253,-22.733,90,2006,sg_app_green
T164,T164,Scott Gutschewski,53,-0.274,-12.342,45,2006,sg_app_green
T164,T164,Ryan Moore,68,-0.274,-15.889,58,2006,sg_app_green
166,166,J.B. Holmes,81,-0.28,-17.611,63,2006,sg_app_green
167,167,Tim Petrovic,95,-0.281,-23.337,83,2006,sg_app_green
168,168,David McKenzie,82,-0.295,-20.357,69,2006,sg_app_green
169,169,Henrik Bjornstad,97,-0.304,-27.034,89,2006,sg_app_green
170,170,Greg Kraft,79,-0.316,-21.149,67,2006,sg_app_green
171,171,Rod Pampling,89,-0.317,-20.612,65,2006,sg_app_green
172,172,Harrison Frazar,95,-0.322,-24.145,75,2006,sg_app_green
173,173,Nicholas Thompson,96,-0.324,-25.287,78,2006,sg_app_green
174,174,Roger Tambellini,64,-0.388,-20.566,53,2006,sg_app_green
175,175,Ben Crane,85,-0.408,-24.861,61,2006,sg_app_green
176,176,Doug Barron,74,-0.415,-27.803,67,2006,sg_app_green
177,177,Vance Veazey,59,-0.424,-22.903,54,2006,sg_app_green
178,178,J.L. Lewis,57,-0.428,-21.418,50,2006,sg_app_green
179,179,Greg Chalmers,71,-0.43,-24.525,57,2006,sg_app_green
180,180,Chris Smith,67,-0.456,-26.876,59,2006,sg_app_green
181,181,Alex Aragon,63,-0.507,-27.385,54,2006,sg_app_green
182,182,Danny Ellis,68,-0.508,-30.47,60,2006,sg_app_green
183,183,Jon Mills,68,-0.514,-27.756,54,2006,sg_app_green
184,184,Tag Ridings,103,-0.577,-51.942,90,2006,sg_app_green
185,185,Aaron Baddeley,78,-0.607,-41.259,68,2006,sg_app_green
186,186,Larry Mize,53,-0.616,-25.275,41,2006,sg_app_green
187,187,Mark O'Meara,52,-0.683,-24.598,36,2006,sg_app_green
188,188,Chris Riley,86,-0.704,-48.549,69,2006,sg_app_green
189,189,Mike Sposa,68,-0.706,-40.961,58,2006,sg_app_green
190,190,Jason Schultz,77,-0.785,-51.05,65,2006,sg_app_green
191,191,Todd Hamilton,72,-0.786,-44.041,56,2006,sg_app_green
192,192,Hidemichi Tanaka,74,-0.788,-51.201,65,2006,sg_app_green
193,193,Len Mattiace,59,-0.879,-45.71,52,2006,sg_app_green
194,194,"John Engler, Jr.",69,-1.022,-64.378,63,2006,sg_app_green
195,195,Ryan Hietala,61,-1.04,-53.053,51,2006,sg_app_green
196,196,James Driscoll,80,-1.044,-79.325,76,2006,sg_app_green
1,1,Tiger Woods,63,1.653,71.068,43,2007,sg_app_green
2,2,Ernie Els,59,0.994,43.729,44,2007,sg_app_green
3,3,Robert Allenby,90,0.845,63.373,75,2007,sg_app_green
4,4,Steve Stricker,81,0.811,52.718,65,2007,sg_app_green
5,5,Sergio Garcia,68,0.784,43.103,55,2007,sg_app_green
6,6,Adam Scott,69,0.708,38.244,54,2007,sg_app_green
7,7,Scott Verplank,82,0.671,39.608,59,2007,sg_app_green
8,8,Stephen Leaney,82,0.67,49.587,74,2007,sg_app_green
9,9,Phil Mickelson,73,0.614,31.946,52,2007,sg_app_green
10,10,Alex Cejka,80,0.609,45.083,74,2007,sg_app_green
11,11,Camilo Villegas,82,0.603,41.6,69,2007,sg_app_green
12,12,David Toms,80,0.596,37.574,63,2007,sg_app_green
13,13,Jeff Gove,103,0.593,55.721,94,2007,sg_app_green
14,14,Jim Furyk,84,0.589,38.902,66,2007,sg_app_green
15,15,Tom Lehman,62,0.566,27.726,49,2007,sg_app_green
16,16,Chris DiMarco,79,0.556,35.032,63,2007,sg_app_green
17,17,Stewart Cink,91,0.552,39.751,72,2007,sg_app_green
18,18,Joe Durant,88,0.545,39.757,73,2007,sg_app_green
19,19,Rocco Mediate,72,0.518,34.738,67,2007,sg_app_green
20,20,Briny Baird,115,0.502,52.702,105,2007,sg_app_green
21,21,Chad Campbell,96,0.474,34.595,73,2007,sg_app_green
22,22,Jerry Kelly,101,0.469,35.175,75,2007,sg_app_green
T23,T23,Stephen Ames,81,0.464,28.764,62,2007,sg_app_green
T23,T23,Vijay Singh,102,0.464,38.025,82,2007,sg_app_green
25,25,Sean O'Hair,98,0.44,36.548,83,2007,sg_app_green
26,26,Kenny Perry,83,0.437,32.743,75,2007,sg_app_green
27,27,John Senden,97,0.435,36.543,84,2007,sg_app_green
28,28,Davis Love III,66,0.421,22.329,53,2007,sg_app_green
29,29,Jason Bohn,57,0.418,22.177,53,2007,sg_app_green
30,30,Zach Johnson,76,0.414,24.857,60,2007,sg_app_green
31,31,Heath Slocum,101,0.409,38.067,93,2007,sg_app_green
T32,T32,Justin Rose,63,0.404,15.76,39,2007,sg_app_green
T32,T32,Johnson Wagner,97,0.404,34.739,86,2007,sg_app_green
34,34,Woody Austin,95,0.383,32.141,84,2007,sg_app_green
35,35,Shaun Micheel,91,0.382,26.727,70,2007,sg_app_green
36,36,Brett Quigley,79,0.362,22.793,63,2007,sg_app_green
37,37,Vaughn Taylor,91,0.355,25.528,72,2007,sg_app_green
38,38,José Coceres,50,0.346,14.525,42,2007,sg_app_green
39,39,Anders Hansen,55,0.335,11.376,34,2007,sg_app_green
T40,T40,Mark Calcavecchia,93,0.333,24.332,73,2007,sg_app_green
T40,T40,Fred Funk,65,0.333,17.654,53,2007,sg_app_green
42,42,Trevor Immelman,74,0.322,17.399,54,2007,sg_app_green
43,43,Hunter Mahan,91,0.32,23.03,72,2007,sg_app_green
44,44,Matt Kuchar,85,0.318,22.57,71,2007,sg_app_green
45,45,Billy Mayfair,98,0.315,26.154,83,2007,sg_app_green
46,46,Carl Pettersson,111,0.312,28.685,92,2007,sg_app_green
47,47,Arron Oberholser,69,0.3,15.884,53,2007,sg_app_green
48,48,Padraig Harrington,64,0.298,13.717,46,2007,sg_app_green
49,49,Joey Sindelar,75,0.293,19.617,67,2007,sg_app_green
50,50,Ryan Moore,92,0.287,21.554,75,2007,sg_app_green
51,51,Bo Van Pelt,104,0.282,27.316,97,2007,sg_app_green
52,52,Dean Wilson,92,0.274,20.528,75,2007,sg_app_green
53,53,Cameron Beckman,96,0.273,23.172,85,2007,sg_app_green
54,54,Will MacKenzie,100,0.27,24.546,91,2007,sg_app_green
55,55,Pat Perez,84,0.265,17.209,65,2007,sg_app_green
56,56,Rory Sabbatini,81,0.254,16.011,63,2007,sg_app_green
57,57,Bart Bryant,87,0.253,18.691,74,2007,sg_app_green
58,58,Cliff Kresge,107,0.248,24.769,100,2007,sg_app_green
59,59,Tim Clark,66,0.246,13.06,53,2007,sg_app_green
60,60,Billy Andrade,88,0.244,19.283,79,2007,sg_app_green
61,61,Mike Weir,82,0.241,14.459,60,2007,sg_app_green
62,62,Freddie Jacobson,70,0.24,16.341,68,2007,sg_app_green
63,63,Corey Pavin,81,0.235,16.687,71,2007,sg_app_green
64,64,Ken Duke,112,0.233,22.092,95,2007,sg_app_green
65,65,Boo Weekley,101,0.231,18.049,78,2007,sg_app_green
66,66,Brian Davis,101,0.23,20.244,88,2007,sg_app_green
T67,T67,Nick O'Hern,72,0.226,12.43,55,2007,sg_app_green
T67,T67,Brandt Snedeker,105,0.226,19.42,86,2007,sg_app_green
69,69,Robert Garrigus,95,0.222,19.082,86,2007,sg_app_green
70,70,Kent Jones,97,0.218,19.142,88,2007,sg_app_green
71,71,Jeff Overton,60,0.217,11.699,54,2007,sg_app_green
72,72,Darron Stiles,65,0.216,11.433,53,2007,sg_app_green
73,73,Brett Wetterich,88,0.205,14.356,70,2007,sg_app_green
74,74,Steve Flesch,100,0.204,18.319,90,2007,sg_app_green
75,75,Anthony Kim,93,0.2,15.967,80,2007,sg_app_green
76,76,Rod Pampling,92,0.198,14.663,74,2007,sg_app_green
77,77,Henrik Stenson,52,0.191,6.868,36,2007,sg_app_green
78,78,Jeff Quinney,95,0.184,15.814,86,2007,sg_app_green
79,79,Brian Gay,107,0.177,17.169,97,2007,sg_app_green
80,80,Retief Goosen,50,0.176,5.987,34,2007,sg_app_green
81,81,Justin Leonard,95,0.173,14.198,82,2007,sg_app_green
82,82,J.J. Henry,86,0.171,11.66,68,2007,sg_app_green
83,83,Steve Marino,106,0.155,14.098,91,2007,sg_app_green
84,84,Jeff Maggert,79,0.152,11.865,78,2007,sg_app_green
85,85,Lucas Glover,98,0.15,11.735,78,2007,sg_app_green
86,86,Tom Pernice Jr.,104,0.149,12.552,84,2007,sg_app_green
T87,T87,Tim Herron,98,0.146,11.941,82,2007,sg_app_green
T87,T87,Kevin Stadler,95,0.146,11.397,78,2007,sg_app_green
T89,T89,Charles Howell III,89,0.144,9.49,66,2007,sg_app_green
T89,T89,Michael Putnam,96,0.144,11.512,80,2007,sg_app_green
91,91,D.J. Trahan,99,0.143,12.913,90,2007,sg_app_green
92,92,Luke Donald,69,0.142,7.124,50,2007,sg_app_green
93,93,Craig Barlow,52,0.135,5.924,44,2007,sg_app_green
94,94,Robert Gamez,88,0.133,10.136,76,2007,sg_app_green
T95,T95,Jonathan Byrd,73,0.13,8.081,62,2007,sg_app_green
T95,T95,Paul Goydos,60,0.13,6.127,47,2007,sg_app_green
97,97,Charles Warren,101,0.119,11.069,93,2007,sg_app_green
98,98,Ryan Palmer,91,0.116,9.516,82,2007,sg_app_green
99,99,Rich Beem,89,0.112,7.833,70,2007,sg_app_green
100,100,John Merrick,92,0.105,8.537,81,2007,sg_app_green
101,101,Duffy Waldorf,69,0.102,5.997,59,2007,sg_app_green
102,102,Tommy Armour III,81,0.084,5.799,69,2007,sg_app_green
103,103,K.J. Choi,87,0.081,5.539,68,2007,sg_app_green
104,104,Brendon de Jonge,76,0.079,5.226,66,2007,sg_app_green
105,105,Mark Wilson,87,0.078,5.727,73,2007,sg_app_green
106,106,Daisuke Maruyama,86,0.068,5.162,76,2007,sg_app_green
107,107,Bill Haas,93,0.063,5.193,82,2007,sg_app_green
108,108,Ted Purdy,102,0.054,4.679,87,2007,sg_app_green
109,109,Craig Kanada,109,0.038,3.571,94,2007,sg_app_green
110,110,Daniel Chopra,106,0.036,3.434,95,2007,sg_app_green
111,111,Dicky Pride,71,0.033,2.001,61,2007,sg_app_green
112,112,Ian Poulter,63,0.027,1.05,39,2007,sg_app_green
T113,T113,Geoff Ogilvy,84,0.026,1.685,64,2007,sg_app_green
T113,T113,Jay Williamson,50,0.026,1.24,48,2007,sg_app_green
115,115,Gavin Coles,87,0.022,1.675,77,2007,sg_app_green
T116,T116,Michael Allen,74,0.014,0.926,64,2007,sg_app_green
T116,T116,Jeff Sluman,60,0.014,0.596,42,2007,sg_app_green
118,118,Marco Dawson,73,-0.001,-0.082,65,2007,sg_app_green
119,119,Jason Dufner,100,-0.011,-0.917,87,2007,sg_app_green
120,120,Nathan Green,103,-0.017,-1.499,87,2007,sg_app_green
121,121,Troy Matteson,87,-0.045,-3.41,76,2007,sg_app_green
122,122,Frank Lickliter II,95,-0.046,-3.934,85,2007,sg_app_green
123,123,Bubba Watson,80,-0.06,-3.936,66,2007,sg_app_green
T124,T124,Steve Elkington,87,-0.072,-5.277,73,2007,sg_app_green
T124,T124,Kirk Triplett,77,-0.072,-4.868,68,2007,sg_app_green
126,126,Jaco Van Zyl,51,-0.074,-3.259,44,2007,sg_app_green
127,127,Kevin Sutherland,85,-0.078,-5.408,69,2007,sg_app_green
128,128,Ryuji Imada,104,-0.079,-7.038,89,2007,sg_app_green
129,129,Craig Bowden,78,-0.087,-5.813,67,2007,sg_app_green
130,130,J.P. Hayes,89,-0.089,-7.109,80,2007,sg_app_green
131,131,Bob Estes,88,-0.094,-7.54,80,2007,sg_app_green
132,132,Ryan Armour,107,-0.098,-9.17,94,2007,sg_app_green
133,133,Bob Heintz,85,-0.113,-8.157,72,2007,sg_app_green
134,134,Joe Ogilvie,102,-0.119,-10.336,87,2007,sg_app_green
135,135,Brian Bateman,55,-0.121,-5.323,44,2007,sg_app_green
T136,T136,Lee Janzen,66,-0.126,-6.56,52,2007,sg_app_green
T136,T136,Michael Sim,52,-0.126,-6.299,50,2007,sg_app_green
138,138,Bob Tway,103,-0.131,-11.548,88,2007,sg_app_green
139,139,Peter Lonard,85,-0.138,-10.499,76,2007,sg_app_green
140,140,John Daly,59,-0.142,-6.959,49,2007,sg_app_green
141,141,Paul Stankowski,52,-0.144,-6.032,42,2007,sg_app_green
T142,T142,David Branshaw,83,-0.146,-10.955,75,2007,sg_app_green
T142,T142,D.J. Brigman,67,-0.146,-7.895,54,2007,sg_app_green
144,144,George McNeill,95,-0.148,-11.865,80,2007,sg_app_green
145,145,Kevin Na,84,-0.156,-12.157,78,2007,sg_app_green
146,146,Stuart Appleby,74,-0.157,-9.134,58,2007,sg_app_green
147,147,Jason Gore,86,-0.158,-12.326,78,2007,sg_app_green
148,148,John Mallinger,96,-0.164,-14.264,87,2007,sg_app_green
149,149,John Rollins,102,-0.169,-14.189,84,2007,sg_app_green
150,150,Shigeki Maruyama,84,-0.173,-13.803,80,2007,sg_app_green
151,151,Tom Byrum,50,-0.175,-7.154,41,2007,sg_app_green
152,152,Greg Owen,81,-0.178,-12.464,70,2007,sg_app_green
153,153,Eric Axley,107,-0.194,-18.196,94,2007,sg_app_green
154,154,Charlie Wi,90,-0.195,-16.201,83,2007,sg_app_green
155,155,Mathias Grönberg,95,-0.197,-17.323,88,2007,sg_app_green
156,156,Jarrod Lyle,77,-0.204,-13.685,67,2007,sg_app_green
157,157,Tim Petrovic,106,-0.205,-19.501,95,2007,sg_app_green
158,158,Richard Johnson,93,-0.238,-19.952,84,2007,sg_app_green
159,159,Charley Hoffman,97,-0.245,-20.357,83,2007,sg_app_green
160,160,Steve Lowery,74,-0.246,-16.959,69,2007,sg_app_green
161,161,Aaron Baddeley,83,-0.252,-16.61,66,2007,sg_app_green
T162,T162,Mathew Goggin,97,-0.255,-22.187,87,2007,sg_app_green
T162,T162,Craig Lile,77,-0.255,-17.603,69,2007,sg_app_green
164,164,Chris Stroud,66,-0.257,-14.416,56,2007,sg_app_green
T165,T165,Kyle Reifers,71,-0.261,-16.47,63,2007,sg_app_green
T165,T165,Nick Watney,87,-0.261,-18.273,70,2007,sg_app_green
167,167,Jesper Parnevik,88,-0.272,-20.416,75,2007,sg_app_green
168,168,Chris Riley,59,-0.277,-14.114,51,2007,sg_app_green
169,169,Harrison Frazar,88,-0.278,-20.312,73,2007,sg_app_green
170,170,Andrew Buckle,77,-0.28,-18.78,67,2007,sg_app_green
171,171,Glen Day,85,-0.287,-21.544,75,2007,sg_app_green
172,172,Jeff Brehaut,59,-0.299,-14.631,49,2007,sg_app_green
173,173,Tag Ridings,52,-0.303,-13.641,45,2007,sg_app_green
174,174,Tom Johnson,74,-0.32,-20.138,63,2007,sg_app_green
175,175,Chris Couch,76,-0.333,-24.344,73,2007,sg_app_green
176,176,José María Olazábal,52,-0.367,-13.591,37,2007,sg_app_green
177,177,Rich Barcelo,80,-0.377,-26.386,70,2007,sg_app_green
178,178,Steve Allan,63,-0.402,-22.132,55,2007,sg_app_green
179,179,Matt Hendrix,63,-0.406,-22.336,55,2007,sg_app_green
180,180,Doug LaBelle II,104,-0.423,-38.456,91,2007,sg_app_green
181,181,Tripp Isenhour,86,-0.431,-31.427,73,2007,sg_app_green
182,182,Mark Hensby,81,-0.446,-32.131,72,2007,sg_app_green
183,183,J.B. Holmes,71,-0.447,-28.594,64,2007,sg_app_green
184,184,Scott Gutschewski,67,-0.459,-26.622,58,2007,sg_app_green
185,185,Parker McLachlin,83,-0.509,-37.163,73,2007,sg_app_green
186,186,Steve Wheatcroft,73,-0.541,-32.99,61,2007,sg_app_green
187,187,Ben Curtis,80,-0.554,-35.433,64,2007,sg_app_green
188,188,Mark Brooks,53,-0.566,-23.192,41,2007,sg_app_green
189,189,Jason Schultz,63,-0.676,-35.833,53,2007,sg_app_green
190,190,Michael Boyd,61,-0.813,-42.285,52,2007,sg_app_green
191,191,Chris Tidland,59,-0.822,-41.933,51,2007,sg_app_green
192,192,Paul Gow,70,-0.824,-46.972,57,2007,sg_app_green
193,193,Bryce Molder,56,-0.832,-40.791,49,2007,sg_app_green
194,194,Todd Hamilton,76,-0.883,-51.205,58,2007,sg_app_green
